1.32813,1.25228,
2.85206,2.95535,
0.119368,0.255183,
0.557758,0.295934,
0.740326,0.549232,
1.46312,1.41159,
1.61355,1.68426,
2.12443,2.14947,
2.16584,2.53198,
2.36705,2.29989,
1.76036,1.79186,
1.11383,1.17691,
0.842823,0.754955,
0.733577,0.905631,
0.978492,1.35029,
1.56166,1.53457,
0.908761,0.683249,
0.547472,0.54557,
0.709748,0.501747,
1.2143,0.995883,
1.41218,1.45972,
0.976841,0.926326,
0.736482,1.02742,
0.737799,1.01778,
0.770186,0.855972,
0.705028,0.652783,
0.98087,0.702637,
2.20069,2.25069,
1.62062,1.65734,
3.30725,2.76755,
1.64779,1.54974,
2.33881,1.41011,
1.2917,1.4792,
0.571859,0.578483,
0.961989,0.998573,
0.937469,0.372145,
1.11675,1.04864,
1.36384,1.35517,
1.52223,1.42171,
1.30273,1.19431,
1.24806,1.14829,
1.01092,0.777823,
0.833039,1.03317,
1.41701,1.56015,
1.69302,1.44958,
0.56814,0.867753,
0.387453,0.40907,
0.22297,-0.223747,
1.11825,1.0593,
2.49522,2.61022,
0.95169,1.12105,
1.75219,2.29193,
1.68212,1.58612,
0.665181,0.705775,
1.02837,1.1114,
1.41533,1.26044,
1.65573,1.54877,
2.00611,2.02961,
2.3364,2.47536,
2.12403,2.12714,
1.93262,2.01025,
1.30358,1.38812,
0.583409,0.46129,
0.332569,0.178137,
0.00714128,0.364546,
-0.908946,-1.24916,
-3.02663,-3.07004,
0.227848,-0.177034,
-1.04721,-1.1603,
-0.931245,-0.945786,
-0.319212,-0.422629,
-1.08173,-1.07002,
-1.75595,-1.61751,
-1.04262,-1.09372,
-1.62053,-1.09045,
-1.24879,-1.14528,
-0.0533534,0.0712975,
0.216134,0.626485,
2.04736,2.05348,
3.91687,3.93104,
1.20367,0.0731019,
2.06569,1.24038,
2.04267,2.00335,
0.363228,0.457796,
0.586156,0.617412,
0.556714,0.29426,
0.858582,0.634019,
1.36882,1.19968,
1.59165,1.62314,
1.29083,1.18731,
1.28743,1.21914,
0.997622,0.799554,
0.800011,0.997429,
1.17812,1.42318,
1.96069,1.73152,
0.115234,0.784023,
-0.165467,-0.373832,
-0.969823,-1.31767,
-0.480905,-0.289679,
0.234959,0.0392371,
1.10437,1.14049,
2.66295,2.84819,
0.338333,0.49968,
0.673756,0.452842,
1.03678,0.802217,
1.4381,1.31858,
1.45357,1.32189,
2.26948,2.10925,
1.53222,1.79569,
2.79491,2.47018,
1.28167,1.48479,
1.2196,1.6818,
1.2378,1.08347,
0.96035,1.16749,
1.12397,1.12758,
1.54469,1.31124,
1.09042,0.750415,
0.552993,0.473892,
0.673042,0.687544,
1.05815,0.823561,
1.39596,1.31287,
1.07702,1.10738,
0.78243,1.27836,
0.76257,1.09573,
0.805223,0.910475,
0.738712,0.71144,
1.00902,0.796064,
1.97963,2.12213,
2.19686,2.21377,
2.77607,2.61896,
2.49839,2.60951,
2.39201,2.16824,
1.04704,1.00976,
0.67796,0.856077,
1.03916,1.008,
1.02753,0.506931,
1.04894,1.06594,
1.3549,1.38256,
1.55894,1.5066,
1.46759,1.35356,
1.08977,1.02003,
0.87471,0.834838,
0.761968,0.98295,
1.21923,1.56463,
1.91314,1.81176,
0.100406,0.841779,
-0.177713,-0.437845,
-1.04275,-1.30886,
-0.573007,-0.211912,
0.243662,0.113205,
1.17076,1.24591,
2.96447,3.02414,
0.0973245,0.295375,
0.486976,0.251173,
0.608393,0.4553,
1.35754,1.26149,
1.77989,1.8656,
1.64695,1.60984,
2.60254,2.25467,
1.68529,2.06547,
2.2689,2.31143,
1.11632,1.35832,
0.419133,0.297043,
0.261294,-0.0148517,
-0.505931,-0.442939,
-2.36025,-2.56338,
-2.20022,-2.13648,
0.141167,-0.00533365,
-1.69046,-1.31258,
-1.29756,-0.992048,
0.440031,-0.17005,
-1.2935,-1.22451,
-1.5919,-1.49634,
-0.795484,-0.980645,
-1.96983,-1.31832,
-1.05921,-0.842565,
0.00650675,-0.138498,
0.0935979,0.323709,
1.89818,1.71188,
4.05564,4.1229,
0.844167,-0.469383,
1.46851,0.963079,
3.03015,2.55367,
0.205638,0.072867,
-0.35143,-0.545201,
-0.995381,-0.948016,
-1.40252,-0.993917,
-0.352726,-0.207025,
-0.368557,-0.181673,
0.150258,0.060116,
0.261703,0.413055,
-0.0216244,0.148625,
-1.21387,-1.35713,
-3.679,-3.80551,
0.474245,0.373803,
-0.304088,0.504123,
-1.51764,-1.60223,
-1.87962,-1.10298,
0.650889,0.13715,
0.00954108,0.311794,
